4167.0	4089.0
2931.0	2886.0
4597.0	4512.0
851.0	836.0
917.0	901.0
4797.0	4703.0
709.0	698.0
1327.0	1305.0
2918.0	2873.0
2903.0	2858.0
1156.0	1136.0
5061.0	4963.0
5057.0	4959.0
5006.0	4909.0
180.0	175.0
3086.0	3040.0
2533.0	2492.0
1088.0	1070.0
3246.0	3198.0
2916.0	2871.0
2703.0	2659.0
508.0	499.0
245.0	239.0
2315.0	2278.0
213.0	207.0
3364.0	3309.0
4884.0	4788.0
3896.0	3821.0
2167.0	2134.0
4104.0	4026.0
1214.0	1193.0
891.0	876.0
2303.0	2266.0
1781.0	1752.0
1991.0	1960.0
670.0	659.0
3640.0	3575.0
285.0	279.0
403.0	394.0
3305.0	3254.0
2588.0	2545.0
4761.0	4669.0
2980.0	2934.0
4453.0	4372.0
5167.0	5065.0
3409.0	3351.0
4692.0	4603.0
2767.0	2723.0
2803.0	2759.0
160.0	155.0
1987.0	1956.0
3346.0	3291.0
502.0	493.0
4653.0	4566.0
4944.0	4848.0
3457.0	3396.0
1962.0	1931.0
2259.0	2224.0
1158.0	1138.0
3296.0	3246.0
3256.0	3207.0
3389.0	3333.0
5024.0	4927.0
2109.0	2077.0
413.0	404.0
27.0	25.0
451.0	442.0
3371.0	3316.0
529.0	520.0
1990.0	1959.0
442.0	433.0
4242.0	4161.0
1678.0	1652.0
2221.0	2187.0
2799.0	2755.0
4471.0	4390.0
2901.0	2856.0
4999.0	4902.0
1497.0	1474.0
3075.0	3029.0
4679.0	4591.0
483.0	474.0
1403.0	1381.0
4994.0	4897.0
4680.0	4592.0
2547.0	2505.0
3762.0	3691.0
3166.0	3119.0
4130.0	4052.0
3.0	3.0
4227.0	4147.0
3663.0	3598.0
2644.0	2601.0
360.0	352.0
139.0	134.0
4638.0	4551.0
4349.0	4268.0
3310.0	3255.0
4230.0	4150.0
702.0	691.0
3540.0	3479.0
3801.0	3729.0
1099.0	1079.0
1774.0	1745.0
3101.0	3055.0
523.0	514.0
643.0	632.0
2757.0	2713.0
3966.0	3891.0
1247.0	1226.0
568.0	559.0
3494.0	3433.0
2177.0	2144.0
3487.0	3426.0
101.0	97.0
4621.0	4535.0
4129.0	4051.0
1095.0	1076.0
3535.0	3474.0
1221.0	1200.0
888.0	873.0
1998.0	1967.0
3724.0	3655.0
929.0	913.0
1283.0	1262.0
3196.0	3149.0
804.0	790.0
54.0	50.0
3083.0	3037.0
533.0	524.0
3664.0	3599.0
3360.0	3305.0
3737.0	3668.0
2615.0	2572.0
2631.0	2588.0
2505.0	2464.0
4593.0	4508.0
2508.0	2467.0
2300.0	2263.0
3729.0	3660.0
514.0	505.0
159.0	154.0
5001.0	4904.0
2742.0	2698.0
1961.0	1930.0
5031.0	4934.0
3090.0	3044.0
166.0	161.0
2557.0	2515.0
1886.0	1856.0
3552.0	3491.0
1782.0	1753.0
2764.0	2720.0
2243.0	2209.0
3486.0	3425.0
106.0	102.0
1986.0	1955.0
1323.0	1301.0
4739.0	4647.0
1736.0	1707.0
958.0	940.0
4192.0	4113.0
4561.0	4477.0
4979.0	4882.0
4660.0	4573.0
3284.0	3234.0
2198.0	2164.0
3830.0	3756.0
3192.0	3145.0
4028.0	3951.0
4461.0	4380.0
4565.0	4481.0
2164.0	2131.0
1492.0	1469.0
3695.0	3627.0
4061.0	3984.0
2240.0	2206.0
1776.0	1747.0
346.0	339.0
4846.0	4751.0
1912.0	1882.0
3134.0	3087.0
3612.0	3549.0
4491.0	4410.0
3001.0	2955.0
807.0	793.0
4138.0	4060.0
567.0	558.0
3093.0	3047.0
966.0	948.0
38.0	35.0
3997.0	3921.0
4294.0	4213.0
3894.0	3819.0
5187.0	5085.0
2334.0	2297.0
3515.0	3454.0
4589.0	4504.0
3138.0	3091.0
1191.0	1171.0
4049.0	3972.0
1750.0	1721.0
2007.0	1976.0
3932.0	3857.0
4353.0	4272.0
3098.0	3052.0
2998.0	2952.0
2443.0	2402.0
405.0	396.0
1076.0	1058.0
2569.0	2527.0
4474.0	4393.0
4538.0	4455.0
4689.0	4601.0
587.0	578.0
1832.0	1803.0
97.0	93.0
4681.0	4593.0
5076.0	4977.0
907.0	891.0
4666.0	4579.0
584.0	575.0
3496.0	3435.0
22.0	20.0
4926.0	4830.0
4001.0	3925.0
1476.0	1453.0
2636.0	2593.0
1703.0	1677.0
4961.0	4865.0
2270.0	2235.0
4072.0	3995.0
2405.0	2365.0
2794.0	2750.0
2034.0	2002.0
1689.0	1663.0
586.0	577.0
3274.0	3224.0
648.0	637.0
4685.0	4597.0
2448.0	2407.0
689.0	678.0
1179.0	1159.0
4824.0	4730.0
3512.0	3451.0
5017.0	4920.0
2379.0	2340.0
3175.0	3128.0
3129.0	3082.0
4337.0	4256.0
298.0	292.0
5066.0	4968.0
4336.0	4255.0
3182.0	3135.0
2159.0	2127.0
4575.0	4491.0
4555.0	4471.0
345.0	338.0
4277.0	4196.0
4634.0	4547.0
1901.0	1871.0
3262.0	3212.0
2641.0	2598.0
