2062.0	2062.0
1776.0	1776.0
2219.0	2219.0
1383.0	1383.0
820.0	820.0
2954.0	2954.0
884.0	884.0
5221.0	5221.0
925.0	925.0
1249.0	1249.0
421.0	421.0
2708.0	2708.0
3402.0	3402.0
89.0	89.0
4379.0	4379.0
1140.0	1140.0
4492.0	4492.0
3178.0	3178.0
4655.0	4655.0
982.0	982.0
4834.0	4834.0
1070.0	1070.0
3034.0	3034.0
4009.0	4009.0
2930.0	2930.0
5212.0	5212.0
329.0	329.0
5137.0	5137.0
4019.0	4019.0
2091.0	2091.0
3487.0	3487.0
130.0	130.0
2870.0	2870.0
3830.0	3830.0
2805.0	2805.0
1664.0	1664.0
1901.0	1901.0
2152.0	2152.0
3833.0	3833.0
4619.0	4619.0
3441.0	3441.0
264.0	264.0
2580.0	2580.0
3221.0	3221.0
2801.0	2801.0
3632.0	3632.0
1118.0	1118.0
1079.0	1079.0
1644.0	1644.0
63.0	63.0
2552.0	2552.0
552.0	552.0
4205.0	4205.0
2598.0	2598.0
643.0	643.0
3081.0	3081.0
4059.0	4059.0
600.0	600.0
5011.0	5011.0
313.0	313.0
1231.0	1231.0
4484.0	4484.0
502.0	502.0
1447.0	1447.0
3670.0	3670.0
3397.0	3397.0
396.0	396.0
2611.0	2611.0
5111.0	5111.0
2903.0	2903.0
3773.0	3773.0
3429.0	3429.0
117.0	117.0
4005.0	4005.0
4829.0	4829.0
212.0	212.0
2105.0	2105.0
455.0	455.0
2951.0	2951.0
71.0	71.0
3696.0	3696.0
625.0	625.0
2557.0	2557.0
246.0	246.0
3616.0	3616.0
1540.0	1540.0
2823.0	2823.0
1952.0	1952.0
3416.0	3416.0
4510.0	4510.0
4394.0	4394.0
2175.0	2175.0
2059.0	2059.0
3273.0	3273.0
660.0	660.0
4574.0	4574.0
2880.0	2880.0
3227.0	3227.0
4411.0	4411.0
224.0	224.0
1075.0	1075.0
5072.0	5072.0
2380.0	2380.0
4751.0	4751.0
474.0	474.0
3277.0	3277.0
3256.0	3256.0
2455.0	2455.0
1464.0	1464.0
636.0	636.0
3628.0	3628.0
383.0	383.0
3418.0	3418.0
1645.0	1645.0
3238.0	3238.0
1634.0	1634.0
3676.0	3676.0
2541.0	2541.0
5204.0	5204.0
236.0	236.0
404.0	404.0
3795.0	3795.0
3768.0	3768.0
3200.0	3200.0
2531.0	2531.0
4294.0	4294.0
4689.0	4689.0
3936.0	3936.0
3967.0	3967.0
2260.0	2260.0
3890.0	3890.0
942.0	942.0
4977.0	4977.0
4567.0	4567.0
3333.0	3333.0
4343.0	4343.0
120.0	120.0
1678.0	1678.0
4345.0	4345.0
751.0	751.0
1403.0	1403.0
904.0	904.0
431.0	431.0
83.0	83.0
1588.0	1588.0
3517.0	3517.0
3146.0	3146.0
114.0	114.0
5077.0	5077.0
2133.0	2133.0
4012.0	4012.0
10.0	10.0
2434.0	2434.0
923.0	923.0
1417.0	1417.0
1246.0	1246.0
4710.0	4710.0
4104.0	4104.0
4368.0	4368.0
3043.0	3043.0
2016.0	2016.0
1405.0	1405.0
2830.0	2830.0
2497.0	2497.0
408.0	408.0
91.0	91.0
2939.0	2939.0
2989.0	2989.0
1299.0	1299.0
3381.0	3381.0
5181.0	5181.0
1266.0	1266.0
2468.0	2468.0
2458.0	2458.0
3951.0	3951.0
54.0	54.0
1802.0	1802.0
4423.0	4423.0
4519.0	4519.0
5053.0	5053.0
3765.0	3765.0
435.0	435.0
2824.0	2824.0
2613.0	2613.0
2129.0	2129.0
1770.0	1770.0
380.0	380.0
617.0	617.0
4785.0	4785.0
2886.0	2886.0
563.0	563.0
3698.0	3698.0
683.0	683.0
730.0	730.0
4542.0	4542.0
4982.0	4982.0
